code;label-en_US;label-zh_CN;label-es_ES;attribute;sort_order
coup_froid;Cold;寒冷的;Frío;cosmetic_benefits;45
croute_lait;"Cradle cap";乳痂;"La costra láctea";cosmetic_benefits;46
decalage_horaire;"Jet lag";时差;"Descompensación horaria";cosmetic_benefits;47
defenses_immunitaires;"Immune defenses";免疫防御;"Defensas inmunes";cosmetic_benefits;48
defenses_naturelles;"Natural defenses";自然防御;"Defensas naturales";cosmetic_benefits;49
demaquillage;"Make-up removal";卸妆;Desmaquillado;cosmetic_benefits;50
destocke_graisses;"Destocks fat";去库存脂肪;"Elimina grasas";cosmetic_benefits;51
detoxification_complete;"Complete detoxification";彻底排毒;"Desintoxicación completa";cosmetic_benefits;52
detoxification_foie;"Liver detoxification";肝脏解毒;"Desintoxicación del hígado";cosmetic_benefits;53
detoxification_intestin;"Bowel detoxification";肠道排毒;"Desintoxicación intestinal";cosmetic_benefits;54
difficultes_endormissement;"Difficulty falling asleep";入睡困难;"Dificultad para conciliar el sueño";cosmetic_benefits;55
difficultes_erection;"Erection difficulties";勃起困难;"Dificultades de erección";cosmetic_benefits;56
drainage_organisme;"Drainage of the body";身体的引流;"Drenaje del cuerpo";cosmetic_benefits;57
eclat_peau;"Skin radiance";皮肤光泽;"Luminosidad de la piel";cosmetic_benefits;58
effet_bonne_mine;"Healthy glow";健康焕发;"Brillo saludable";cosmetic_benefits;59
effet_satiete;"Satiety effect";饱腹感;"Efecto de saciedad";cosmetic_benefits;60
effort_intellectuel;"Intellectual effort";智力努力;"Esfuerzo intelectual";cosmetic_benefits;61
elimination_exces_eau;"Removal of excess water";去除多余水分;"Eliminación del exceso de agua";cosmetic_benefits;62
elimination_renale_eau;"Renal elimination of water";肾消水;"Eliminación renal de agua.";cosmetic_benefits;63
equilibre_acido_basique;"Acid-base balance";酸碱平衡;"Equilibrio ácido-base";cosmetic_benefits;64
facilite_digestion;"Aids digestion";助消化;"Ayuda a la digestión";cosmetic_benefits;65
facilite_transit;"Facilitates transit";方便过境;"Facilita el tránsito";cosmetic_benefits;66
fatigue_oculaire;"Eye strain";眼睛疲劳;"Fatiga visual";cosmetic_benefits;67
favorise_elimination;"Promotes elimination";促进消除;"Promueve la eliminación";cosmetic_benefits;68
favorise_endormissement;"Promotes falling asleep";促进入睡;"Promueve conciliar el sueño";cosmetic_benefits;69
femmes;Women;女性;Mujeres;cosmetic_benefits;70
fertilite;Fertility;生育能力;Fertilidad;cosmetic_benefits;71
fontionnement_reins_vessie;"Functioning of the kidneys and bladder";肾脏和膀胱的功能;"Funcionamiento de los riñones y la vejiga.";cosmetic_benefits;72
fortes_chaleurs;"Strong heat";强热;"Calor fuerte";cosmetic_benefits;73
fortifiant;Fortifying;强化;Fortificante;cosmetic_benefits;74
glycemie;"Blood sugar";血糖;"Azúcar en la sangre";cosmetic_benefits;75
gommage_corps;"Body scrub";身体磨砂;"Exfoliación corporal";cosmetic_benefits;76
gommage_visage;"Face scrub";磨砂膏;"Exfoliante facial";cosmetic_benefits;77
hale_dore;"Golden tan";金棕;"Bronceado dorado";cosmetic_benefits;78
hemorroides;Hemorrhoids;痔疮;Hemorroides;cosmetic_benefits;79
hiver;Winter;冬天;Invierno;cosmetic_benefits;80
hommes;Men;男人;Hombres;cosmetic_benefits;81
hydratation;Hydration;水合作用;Hidratación;cosmetic_benefits;82
hydrate_nourrit_peau;"Hydrates and nourishes the skin";滋润和滋养肌肤;"Hidrata y nutre la piel.";cosmetic_benefits;83
insectes_parasites;"Insects & Parasites";昆虫和寄生虫;"Insectos y parásitos";cosmetic_benefits;84
jambes_legeres;"Light legs";轻腿;"Piernas ligeras";cosmetic_benefits;85
libido_tonus_sexuel;"Libido - Sexual tone";"性欲 - 性基调";"Libido - Tono sexual";cosmetic_benefits;86
mains;Hands;手;Manos;cosmetic_benefits;87
maintien_flore_intestinale;"Maintenance of intestinal flora";维持肠道菌群;"Mantenimiento de la flora intestinal";cosmetic_benefits;88
maux_gorge;"Sore throat";咽喉痛;"Dolor de garganta";cosmetic_benefits;89
minceur;Slimming;瘦身;Adelgazar;cosmetic_benefits;90
nettoie;Cleans;清洁;Limpia;cosmetic_benefits;91
nettoie_protege;"Cleans and protects";清洁和保护;"Limpia y protege";cosmetic_benefits;92
nez;Nose;鼻子;Nariz;cosmetic_benefits;93
peaux_extra_seches;"Extra dry skin";超干性皮肤;"Piel extra seca";cosmetic_benefits;94
peaux_normales_seches;"Normal to dry skin";中性至干性皮肤;"Piel normal hasta piel seca";cosmetic_benefits;95
peaux_seches_a_tres_seches;"Dry to very dry skin";干性至极干性皮肤;"Piel seca a muy seca";cosmetic_benefits;96
performances_physiques;"Physical performance";身体表现;"Desempeño físico";cosmetic_benefits;97
perte_memoire;"Memory loss";记忆丧失;"Pérdida de memoria";cosmetic_benefits;98
perte_poids;Weightloss;减肥;"Pérdida de peso";cosmetic_benefits;99
pieds;Feet;脚;Pies;cosmetic_benefits;100
pieds_gonfles;"Swollen feet";脚肿;"Pies hinchados";cosmetic_benefits;101
plenitude_femme;"Fullness of woman";丰满的女人;"Plenitud de mujer";cosmetic_benefits;102
poitrine;Chest;胸部;Pecho;cosmetic_benefits;103
post_accouchement;Postpartum;产后;Posparto;cosmetic_benefits;104
prepare_peau_soleil;"Prepares the skin for the sun";为肌肤做好防晒准备;"Prepara la piel para el sol";cosmetic_benefits;105
protection_cardiovasculaire;"Cardiovascular protection";心血管保护;"Protección cardiovascular";cosmetic_benefits;106
recuperation_musculaire;"Muscle recovery";肌肉恢复;"Recuperación muscular";cosmetic_benefits;107
regles_douloureuses;"Painful periods";痛苦的时期;"Períodos dolorosos";cosmetic_benefits;108
reins;Kidneys;肾脏;Riñones;cosmetic_benefits;109
relax;"take it easy";别紧张;"tómalo con calma";cosmetic_benefits;110
relaxation;Relaxation;松弛;Relajación;cosmetic_benefits;111
renforcement_articulaire;"Joint strengthening";关节强化;"Fortalecimiento conjunto";cosmetic_benefits;112
revitalise_organisme;"Revitalizes the body";使身体恢复活力;"Revitaliza el cuerpo";cosmetic_benefits;113
sans_exposition_soleil;"Without sun exposure";没有阳光照射;"Sin exposición al sol";cosmetic_benefits;114
sante_urinaire;"Urinary health";泌尿健康;"Salud urinaria";cosmetic_benefits;115
serenite;Serenity;宁静;Serenidad;cosmetic_benefits;116
soin_corps;"Body care";身体护理;"Cuidado del cuerpo";cosmetic_benefits;117
soin_levres;"Lip care";唇部护理;"Cuidado de los labios";cosmetic_benefits;118
soin_nez_yeux;"Nose and eye care";鼻子和眼睛护理;"Cuidado de la nariz y los ojos";cosmetic_benefits;119
soin_siege;"Seat care";座椅护理;"Cuidado del asiento";cosmetic_benefits;120
soin_visage;"Facial care";面部护理;"Cuidado facial";cosmetic_benefits;121
sommeil_qualite;"Quality sleep";优质睡眠;"Sueño de calidad";cosmetic_benefits;122
soulage_repare_peau;"Relieves and repairs the skin";舒缓和修复皮肤;"Alivia y repara la piel.";cosmetic_benefits;123
souplesse_articulaire;"Joint flexibility";关节灵活性;"Flexibilidad conjunta";cosmetic_benefits;124
souplesse_peau;"Skin suppleness";皮肤柔软度;"Flexibilidad de la piel";cosmetic_benefits;125
sport;Sport;运动;Deporte;cosmetic_benefits;126
stimulant;Stimulating;刺激;Estimulante;cosmetic_benefits;127
taux_normal_cholesterol;"Normal cholesterol level";正常胆固醇水平;"Nivel normal de colesterol";cosmetic_benefits;128
teint_lumineux;"Luminous complexion";明亮的肤色;"Tez luminosa";cosmetic_benefits;129
tension;Voltage;电压;Voltaje;cosmetic_benefits;130
tonus;Tone;语气;Tono;cosmetic_benefits;131
vaisselle;Dishes;菜肴;Platos;cosmetic_benefits;132
vergetures;"Stretch marks";妊娠纹;Estrías;cosmetic_benefits;133
voies_respiratoires;"Respiratory tracts";呼吸道;"Tractos respiratorios";cosmetic_benefits;134
volume_cheveux;"Hair volume";发量;"Volumen del cabello";cosmetic_benefits;135
parfume;Perfume;香水;Perfume;cosmetic_benefits;136
sans_rincage;"Without rinsing";无需冲洗;"Sin aclarar";cosmetic_benefits;137
headdache;Headache;;;cosmetic_benefits;138
cold_flu;"Cold & Flu symptoms";;;cosmetic_benefits;139
fever;Fever;;;cosmetic_benefits;140
pregnancy;"Pregnancy development";;;cosmetic_benefits;141
breast_feeding;Breast-feeding;;;cosmetic_benefits;142
boils;Boils;;;cosmetic_benefits;143
kids_growth;"Kids Growth";;;cosmetic_benefits;144
iron_deficiency;"Iron deficiency";;;cosmetic_benefits;145
g;g;;;forme_galenique;0
ampoules;bulbs;;;forme_galenique;1
capsules;capsules;;;forme_galenique;2
comprimes;tablets;;;forme_galenique;3
gelules;capsules;;;forme_galenique;4
lingettes;wipes;;;forme_galenique;5
ml;ml;;;forme_galenique;6
sachets;sachets;;;forme_galenique;7
shots;shots;;;forme_galenique;8
sticks;sticks;;;forme_galenique;9
unidoses;"single doses";;;forme_galenique;10
jellies;Jellies;;;forme_galenique;11
dosage_spoon;"Dosage spoon";;;forme_galenique;12
teaspoon;"Tea spoon";;;forme_galenique;13
boite;Box;盒子;Caja;cosmetic_format;1
bouteille;Bottle;瓶子;Botella;cosmetic_format;1
etui;Case;案件;Caso;cosmetic_format;1
flacon;Bottle;瓶子;Botella;cosmetic_format;1
flacon_airless;"Airless bottle";真空瓶;"Botella sin aire";cosmetic_format;1
flacon_pompe;"Pump bottle";泵瓶;"Botella con bomba";cosmetic_format;1
flacon_spray;"Spray bottle";喷雾瓶;"Botella de spray";cosmetic_format;1
pain;Bread;面包;"Un pan";cosmetic_format;1
pilulier;Pillbox;药盒;Fortín;cosmetic_format;1
pot;Pot;锅;Maceta;cosmetic_format;1
roll_on;Roll-on;滚装;"Rodar sobre";cosmetic_format;1
tube;Tube;管子;Tubo;cosmetic_format;1
ecorecharge;Eco-recharge;生态充电;"Recarga ecológica";cosmetic_format;1
flacon_ml;"Bottle (ml) - TO BE DELETED";"瓶 (ml) - 待删除";"Botella (ml) - PARA BORRAR";cosmetic_format;3
1_8_cineole;1,8-cineole;1,8-桉树脑;1,8-cineol;cosmetic_aromatic_components;1
4_terpineol;4-terpineol;4-萜品醇;4-terpineol;cosmetic_aromatic_components;1
acetate_de_lavandulyle;"lavandulyl acetate";醋酸薰衣草酯;"acetato de lavandulilo";cosmetic_aromatic_components;1
acetate_de_linalyle;"linalyl acetate";乙酸芳樟酯;"acetato de linalilo";cosmetic_aromatic_components;1
acetate_de_neryle;"neryl acetate";醋酸橙花酯;"acetato de nerilo";cosmetic_aromatic_components;1
alpha_farnesene;α-farnesene;α-法呢烯;α-farneseno;cosmetic_aromatic_components;1
alpha_pinene;α-pinene;α-蒎烯;α-pineno;cosmetic_aromatic_components;1
alpha_terpineol;α-terpineol;α-萜品醇;α-terpineol;cosmetic_aromatic_components;1
angelates;angelates;天使;angelates;cosmetic_aromatic_components;1
beta_caryophyllene;β-caryophyllene;β-石竹烯;β-cariofileno;cosmetic_aromatic_components;1
beta_myrcene;β-myrcene;β-月桂烯;β-mirceno;cosmetic_aromatic_components;1
beta_pinene;β-pinene;β-蒎烯;β-pineno;cosmetic_aromatic_components;1
camphre;camphor;樟;alcanfor;cosmetic_aromatic_components;1
cis_thuyanol_4;"cis thuyanol-4";"cis thuyanol-4";"cis tuyanol-4";cosmetic_aromatic_components;1
citronellal;citronellal;香茅醛;citronelal;cosmetic_aromatic_components;1
citronellol;citronellol;香茅醇;citronelol;cosmetic_aromatic_components;1
delta_3_carene;Δ-3-carene;Δ-3-蒎烯;Δ-3-careno;cosmetic_aromatic_components;1
diones;Diones;迪奥内斯;Diones;cosmetic_aromatic_components;1
formiate_de_citronellyle;"citronellyl formate";香茅醇甲酸酯;"formiato de citronelilo";cosmetic_aromatic_components;1
geraniol;geraniol;香叶醇;geraniol;cosmetic_aromatic_components;1
germacrene_d;germacrene-D;胚芽烯-D;germacreno-D;cosmetic_aromatic_components;1
globulol;globulol;球蛋白;globulol;cosmetic_aromatic_components;1
limonene;limonene;柠檬烯;limoneno;cosmetic_aromatic_components;1
linalol;linalool;芳樟醇;linalol;cosmetic_aromatic_components;1
menthol;menthol;薄荷醇;mentol;cosmetic_aromatic_components;1
menthone;menthone;薄荷酮;menthone;cosmetic_aromatic_components;1
myrcene;myrcene;月桂烯;mirceno;cosmetic_aromatic_components;1
ocimenes;ocimenes;罗勒烯;ocimenos;cosmetic_aromatic_components;1
para_cymene;para-cymene;对伞花烃;para-cimeno;cosmetic_aromatic_components;1
sabinene;sabinene;沙比宁;sabinene;cosmetic_aromatic_components;1
salicylate_de_methyle;"methyl salicylate";水杨酸甲酯;"salicilato de metilo";cosmetic_aromatic_components;1
thymol;thymol;百里酚;timol;cosmetic_aromatic_components;1
viridiflorol;viridiflorol;绿花醇;viridiflorol;cosmetic_aromatic_components;1
acetate_d_alpha_terpinyle;"α-terpinyl acetate";α-松油基乙酸酯;"acetato de α-terpinilo";cosmetic_aromatic_components;1
gamma_curcumenes;γ-curcumens;γ-姜黄素;γ-curcumens;cosmetic_aromatic_components;1
gamma_terpinene;γ-terpinene;γ-萜品烯;γ-terpineno;cosmetic_aromatic_components;1
camellia_sinensis_flower_extract;"Camellia Sinensis Flower Extract";;;cosmetic_aromatic_components;2
carpinus_betulus_bud_extract;"Carpinus Betulus Bud Extract";;;cosmetic_aromatic_components;3
caramel;Caramel;;;cosmetic_aromatic_components;4
orange;Orange;;;cosmetic_aromatic_components;5
ginger;Ginger;;;cosmetic_aromatic_components;6
elderberry;Elderberry;;;cosmetic_aromatic_components;7
strawberry;Strawberry;;;cosmetic_aromatic_components;8
herbal;Herbal;;;cosmetic_aromatic_components;9
accessoires;Accessories;配件;Accesorios;health_topic;0
accessoires_bebe;"Baby accessories";婴儿用品;"Accesorios para bebes";health_topic;1
allergie;Allergy;过敏;Alergia;health_topic;2
anti_hematome;Anti-Hematoma;抗血肿;Anti-hematoma;health_topic;3
anti_inflammatoire;Anti-Inflammatory;消炎（药;Antiinflamatorio;health_topic;4
antioxydant;Antioxidant;抗氧化剂;Antioxidante;health_topic;5
apres_shampoing;"Hair conditioner";护发素;"Acondicionador de cabello";health_topic;6
articulations;Joints;关节;Articulaciones;health_topic;7
audition;Hearing;听力;Escuchando;health_topic;8
beaute_peau;"Skin beauty";皮肤美容;"Belleza de la piel";health_topic;9
bronzage;"Sun tanning";晒黑;Bronceado;health_topic;10
cardiovasculaire;Cardiovascular;心血管;Cardiovascular;health_topic;11
cheveux_ongles;"Hair & nails";头发和指甲;"Cabello y uñas";health_topic;12
circulation_sanguine;"Blood circulation";血液循环;"La circulación sanguínea";health_topic;13
concentration_examen;"Concentration exam";浓度考试;"Examen de concentración";health_topic;14
confort_respiratoire;"Breathing comfort";呼吸舒适;"Comodidad respiratoria";health_topic;15
confort_urinaire;"Urinary comfort";小便舒适度;"Confort urinario";health_topic;16
cycle_femme;"Woman's cycle";女人的周期;"Ciclo de la mujer";health_topic;17
defenses_naturelles;"Natural defenses";自然防御;"Defensas naturales";health_topic;18
deodorant;Deodorant;除臭剂;Desodorante;health_topic;19
detente;Relaxation;松弛;Relajación;health_topic;20
detoxification;Detoxification;排毒;Desintoxicación;health_topic;21
digestion;Digestion;消化;Digestión;health_topic;22
douche;Shower;淋浴;Ducha;health_topic;23
hygiene_bebe;"Baby hygiene";婴儿卫生;"Higiene del bebé";health_topic;24
hygiene_buccale;"Oral hygiene";口腔卫生;"Higiene oral";health_topic;25
hygiene_intime;"Intimate hygiene";贴心卫生;"Higiene íntima";health_topic;26
insectes_parasites;"Insects & Parasites";昆虫和寄生虫;"Insectos y parásitos";health_topic;27
maternite_jeune_maman;"Maternity / young mother";产妇/年轻的母亲;"Maternidad / madre joven";health_topic;28
memoire;Memory;记忆;Memoria;health_topic;29
menopause;"Menopause / premenopause";更年期/绝经前;"Menopausia / premenopausia";health_topic;30
minceur;Slimming;瘦身;Adelgazar;health_topic;31
prostate;Prostate;前列腺;Próstata;health_topic;32
shampooing;Shampoo;洗发水;Champú;health_topic;33
soin_corps;"Body care";身体护理;"Cuidado del cuerpo";health_topic;34
soin_visage;"Facial care";面部护理;"Cuidado facial";health_topic;35
soins_capillaires;"Hair care";头发护理;"Cuidado del cabello";health_topic;36
sommeil;Sleep;睡觉;Dormir;health_topic;37
sport;Sport;运动;Deporte;health_topic;38
stress;Stress;压力;Estrés;health_topic;39
tonus;Tone;语气;Tono;health_topic;40
transit;Transit;过境;Tránsito;health_topic;41
vision;Vision;想象;Visión;health_topic;42
vitalite_sexuelle;"Sexual vitality";性活力;"Vitalidad sexual";health_topic;43
hygiene_generale;"General hygiene";一般卫生;"Higiene general";health_topic;44
cacahuetes_arachides;"peanuts / peanuts";花生/花生;"cacahuetes / cacahuetes";cosmetic_allergenes;0
celeri;celery;芹菜;apio;cosmetic_allergenes;1
cereales_contenant_du_gluten;"cereals containing gluten";含有麸质的谷物;"cereales que contienen gluten";cosmetic_allergenes;2
crustaces;shellfish;贝类;mariscos;cosmetic_allergenes;3
dioxyde_de_soufre_sulfites;"sulfur dioxide and sulphites";二氧化硫和亚硫酸盐;"dióxido de azufre y sulfitos";cosmetic_allergenes;4
fruit_a_coque;nut;坚果;nuez;cosmetic_allergenes;5
graines_de_sesame;"Sesame seeds";芝麻籽;"semillas de sésamo";cosmetic_allergenes;6
lait;milk;牛奶;Leche;cosmetic_allergenes;7
lupin;lupine;羽扇豆;lupino;cosmetic_allergenes;8
mollusques;mollusks;软体动物;moluscos;cosmetic_allergenes;9
moutarde;mustard;芥末;mostaza;cosmetic_allergenes;10
oeufs;eggs;蛋;huevos;cosmetic_allergenes;11
poisson;fish;鱼;pescado;cosmetic_allergenes;12
soja;soy;大豆;soja;cosmetic_allergenes;13
noix;nuts;坚果;nueces;cosmetic_allergenes;15
citral;CITRAL;柠檬醛;CITRAL;cosmetic_allergenes;16
coumarin;COUMARIN;香豆素;COUMARIN;cosmetic_allergenes;17
geraniol;GERANIOL;香叶醇;GERANIOL;cosmetic_allergenes;18
limonene;LIMONENE;柠檬烯;LIMONENO;cosmetic_allergenes;19
linalool;LINALOOL;芳樟醇;LINALOOL;cosmetic_allergenes;20
benzyl_alcohol;"BENZYL ALCOHOL";苯甲醇;"ALCOHOL DE BENCILO";cosmetic_allergenes;21
citronellol;CITRONELLOL;香茅醇;CITRONELOL;cosmetic_allergenes;22
no;No;;;cosmetic_allergenes;23
pharma;PHARMA;药店;FARMA;main_market;0
supermarket;SUPERMARKET;SUPERMARKET;SUPERMERCADO;main_market;1
drugstore;DRUGSTORE;SUPERMARKET;PARAFARMACIA;main_market;2
FR;France;;;authorized_countries;0
DE;Germany;;;authorized_countries;1
UK;"United Kingdom";;;authorized_countries;2
SP;Spain;;;authorized_countries;3
italy;Italy;;;authorized_countries;4
7d;7;七;7;recommended_cure_days;0
10;10;十;10;recommended_cure_days;1
14;14;十四;14;recommended_cure_days;2
15;15;十五;15;recommended_cure_days;3
30;30;三十;30;recommended_cure_days;4
45;45;四十五;45;recommended_cure_days;5
60;60;六十;60;recommended_cure_days;6
90;90;九十;90;recommended_cure_days;7
21;21;;;recommended_cure_days;8
ampoule;"Drinkable ampoule";可饮用的安瓿;"Ampolla bebible";pharmaceutical_form;0
bottle;Bottle;瓶子;Botella;pharmaceutical_form;1
roll_on;Roll-on;滚装;"Rodar sobre";pharmaceutical_form;2
cream_tube;"Cream tube";奶油管;"Tubo de crema";pharmaceutical_form;3
tablets;Tablets;;;pharmaceutical_form;4
jellies;Jellies;;;pharmaceutical_form;5
all_in_one;"All In One";;;printer_type;0
inkjet;"Inkjet Printers";;;printer_type;1
laser;"Laser Printers";;;printer_type;2
photo;"Photo Printers";;;printer_type;3
ethernet;;;;printer_connectivity;0
wifi_direct;"Wi-Fi Direct";;;printer_connectivity;1
usb;USB;;;printer_connectivity;2
apple_airprint;"Apple AirPrint";;;printer_connectivity;3
google_cloud_print;"Google Cloud Print";;;printer_connectivity;4
usb_2_0;"USB 2.0";;;printer_connectivity;5
flatbed;Flatbed;;;scanner_type;0
drum;Drum;;;scanner_type;1
sheetfeed;Sheetfeed;;;scanner_type;2
red_tractor;"Red Tractor";"Red Tractor";"Red Tractor";food_standard;0
usda;USDA;USDA;USDA;food_standard;1
entotrust;ENTOTRUST;ENTOTRUST;ENTOTRUST;food_standard;2
brgs;BRGS;BRGS;BRGS;food_standard;3
50s;"50's style";;"50's estilo";app_aesthetics;0
compact_design;"Compact Design";;;app_aesthetics;1
mirror_finished;Mirror-finished;;;app_aesthetics;2
glossy;Glossy;;;app_finishing;0
glazed;Glazed;;;app_finishing;1
stainless_steel;"Stainless Steel";;;app_finishing;2
good_design;"GOOD DESIGN";;;app_awards;0
reddot;"reddot design award";;;app_awards;1
stainless_steel;"Stainless steel";;;app_body_material;0
plastic;Plastic;;;app_base_material;0
plastic;Plastic;;;app_top_material;0
metal;Metal;;;app_top_material;1
bridge;Bridge;;;camera_type;0
compact;Compact;;;camera_type;0
milc;MILC;;;camera_type;0
milc_body;"MILC Body";;;camera_type;0
slr_body;"SLR Body";;;camera_type;0
slr_kit;"SLR Kit";;;camera_type;0
210_x_1219_mm;"210 x 1219 mm";;;maximum_print_size;0
215_x_355_mm;"215 x 355 mm";;;maximum_print_size;0
216_x_406_4_mm;"216 x 406.4 mm";;;maximum_print_size;0
216_x_432_mm;"216 x 432 mm";;;maximum_print_size;0
297_x_432_mm;"297 x 432 mm";;;maximum_print_size;0
a3_297_x_420_mm_;"A3 (297 x 420 mm)";;;maximum_print_size;0
a4_210_x_297_mm_;"A4 (210 x 297 mm)";;;maximum_print_size;0
a4_letter_216_x_297_mm_;"A4 / Letter (216 x 297 mm)";;;maximum_print_size;0
din_a3_310_x_437_mm_;"DIN A3 (310 x 437 mm)";;;maximum_print_size;0
legal_216_x_356_mm_;"Legal (216 x 356 mm)";;;maximum_print_size;0
1280_x_1024;"1280 x 1024";;;maximum_video_resolution;0
1280_x_720;"1280 x 720";;;maximum_video_resolution;0
1280_x_960;"1280 x 960";;;maximum_video_resolution;0
1600_x_1200;"1600 x 1200";;;maximum_video_resolution;0
1920_x_1080;"1920 x 1080";;;maximum_video_resolution;0
2560_x_1920;"2560 x 1920";;;maximum_video_resolution;0
2560_x_2048;"2560 x 2048";;;maximum_video_resolution;0
320_x_240;"320 x 240";;;maximum_video_resolution;0
640_x_480;"640 x 480";;;maximum_video_resolution;0
800_x_600;"800 x 600";;;maximum_video_resolution;0
copy;copy;;;multifunctional_functions;0
fax;fax;;;multifunctional_functions;0
print;print;;;multifunctional_functions;0
scan;scan;;;multifunctional_functions;0
ccd;CCD;;;sensor_type;0
cmos;CMOS;;;sensor_type;0
fair;Fair;;;durability_treadwear;0
good;Good;;;durability_treadwear;1
excellent;Excellent;;;durability_treadwear;2
poor;Poor;;;durability_treadwear;3
fair;Fair;;;noise_level;0
good;Good;;;noise_level;1
excellent;Excellent;;;noise_level;2
poor;Poor;;;noise_level;3
fair;Fair;;;driving_comfort;0
good;Good;;;driving_comfort;1
excellent;Excellent;;;driving_comfort;2
poor;Poor;;;driving_comfort;3
fair;Fair;;;handling;0
good;Good;;;handling;1
excellent;Excellent;;;handling;2
poor;Poor;;;handling;3
fair;Fair;;;cornering_stability;0
good;Good;;;cornering_stability;1
excellent;Excellent;;;cornering_stability;2
poor;Poor;;;cornering_stability;3
fair;Fair;;;dry_traction;0
good;Good;;;dry_traction;1
excellent;Excellent;;;dry_traction;2
fair;Fair;;;wet_traction;0
good;Good;;;wet_traction;1
excellent;Excellent;;;wet_traction;2
poor;Poor;;;wet_traction;3
fair;Fair;;;hydroplaning_resistance;0
good;Good;;;hydroplaning_resistance;1
excellent;Excellent;;;hydroplaning_resistance;2
poor;Poor;;;hydroplaning_resistance;3
fair;Fair;;;overall_summer_all_seasons;0
good;Good;;;overall_summer_all_seasons;1
excellent;Excellent;;;overall_summer_all_seasons;2
poor;Poor;;;overall_summer_all_seasons;3
unacceptable;Unacceptable;;;ice_traction;0
fair;Fair;;;ice_traction;1
poor;Poor;;;ice_traction;2
good;Good;;;ice_traction;3
excellent;Excellent;;;ice_traction;4
unacceptable;Unacceptable;;;snow_traction;0
excellent;Excellent;;;snow_traction;1
poor;Poor;;;snow_traction;2
good;Good;;;snow_traction;3
fair;Fair;;;snow_traction;4
unacceptable;Unacceptable;;;overall_winter;0
fair;Fair;;;overall_winter;1
poor;Poor;;;overall_winter;2
good;Good;;;overall_winter;3
excellent;Excellent;;;overall_winter;4
extra_load_xl;"Extra Load (XL)";;;tire_qualities;0
light_truck_lt;"Light Truck (LT)";;;tire_qualities;1
runflat;Runflat;;;tire_qualities;2
winter_tire;"Winter Tire";;;tire_qualities;3
studdable;Studdable;;;tire_qualities;4
studded;Studded;;;tire_qualities;5
white_lettering;"White Lettering";;;tire_qualities;6
factory_studded;"Factory Studded";;;tire_qualities;7
lt;LT;;;tire_type;0
p;P;;;tire_type;1
st;ST;;;tire_type;2
4_seasons_winter_approved;"4 seasons winter approved";;;usage;0
4_seasons;"4 seasons";;;usage;1
summer;Summer;;;usage;2
winter;Winter;;;usage;3
bsw;BSW;;;sidewall_type;0
owl;OWL;;;sidewall_type;1
bl;BL;;;sidewall_type;2
rwl;RWL;;;sidewall_type;3
bsl;BSL;;;sidewall_type;4
vsb;VSB;;;sidewall_type;5
rbl;RBL;;;sidewall_type;6
orwl;ORWL;;;sidewall_type;7
srl;SRL;;;sidewall_type;8
obl;OBL;;;sidewall_type;9
bsw;BSW;;;sidewall_lettering;0
owl;OWL;;;sidewall_lettering;1
bl;BL;;;sidewall_lettering;2
rwl;RWL;;;sidewall_lettering;3
bsl;BSL;;;sidewall_lettering;4
vsb;VSB;;;sidewall_lettering;5
rbl;RBL;;;sidewall_lettering;6
orwl;ORWL;;;sidewall_lettering;7
srl;SRL;;;sidewall_lettering;8
obl;OBL;;;sidewall_lettering;9
no;No;;;uniform_tire_quality_grading_utqg;0
600_a_a;"600 A A";;;uniform_tire_quality_grading_utqg;1
740_b_a;"740 B A";;;uniform_tire_quality_grading_utqg;2
440_a_b;"440 A B";;;uniform_tire_quality_grading_utqg;3
400_aa_a;"400 AA A";;;uniform_tire_quality_grading_utqg;4
340_aa_a;"340 AA A";;;uniform_tire_quality_grading_utqg;5
700_b_a;"700 B A";;;uniform_tire_quality_grading_utqg;6
500_a_a;"500 A A";;;uniform_tire_quality_grading_utqg;7
240_b_b;"240 B B";;;uniform_tire_quality_grading_utqg;8
500_a_b;"500 A B";;;uniform_tire_quality_grading_utqg;9
400_b_b;"400 B B";;;uniform_tire_quality_grading_utqg;10
320_b_a;"320 B A";;;uniform_tire_quality_grading_utqg;11
300_a_a;"300 A A";;;uniform_tire_quality_grading_utqg;12
640_a_b;"640 A B";;;uniform_tire_quality_grading_utqg;13
800_a_b;"800 A B";;;uniform_tire_quality_grading_utqg;14
260_a_a;"260 A A";;;uniform_tire_quality_grading_utqg;15
360_b_b;"360 B B";;;uniform_tire_quality_grading_utqg;16
300_b_a;"300 B A";;;uniform_tire_quality_grading_utqg;17
180_b_b;"180 B B";;;uniform_tire_quality_grading_utqg;18
300_b_b;"300 B B";;;uniform_tire_quality_grading_utqg;19
460_a_a;"460 A A";;;uniform_tire_quality_grading_utqg;20
380_b_b;"380 B B";;;uniform_tire_quality_grading_utqg;21
440_a_a;"440 A A";;;uniform_tire_quality_grading_utqg;22
140_a_a;"140 A A";;;uniform_tire_quality_grading_utqg;23
200_a_a;"200 A A";;;uniform_tire_quality_grading_utqg;24
280_a_a;"280 A A";;;uniform_tire_quality_grading_utqg;25
260_a_b;"260 A B";;;uniform_tire_quality_grading_utqg;26
480_a_a;"480 A A";;;uniform_tire_quality_grading_utqg;27
500_aa_a;"500 AA A";;;uniform_tire_quality_grading_utqg;28
